distance_km,nominal_speed_kmph,slope_deg,rainfall_mm,risk_score,elevation_m,vehicle_type,nominal_time_mins,actual_time_mins,delay_mins,delay_probability,primary_delay_cause
47.57,51.7,12.8,87.71,0.699,240,Light Disaster Utility (4WD),55.2,313.7,258.5,0.621,Active Landslide Clearance / Road Blockage
672.97,45.0,21.0,31.09,0.821,1650,4x4 Hill Freight Carrier,897.3,2202.5,1305.2,0.621,Active Landslide Clearance / Road Blockage
477.12,51.7,18.0,2.25,0.531,1500,Light Disaster Utility (4WD),553.2,843.0,289.8,0.375,Standard Mountain Traffic Flow
123.22,22.5,26.5,22.91,0.595,2450,Heavy Supply Truck (16T),328.6,572.9,244.3,0.451,Steep Mountain Grade & Hairpin Bends
118.52,22.5,26.5,66.49,0.788,2450,Heavy Supply Truck (16T),316.1,892.4,576.3,0.652,Active Landslide Clearance / Road Blockage
440.74,51.7,8.5,15.43,0.335,350,Light Disaster Utility (4WD),511.0,664.4,153.4,0.257,Standard Mountain Traffic Flow
222.75,51.7,22.0,37.97,0.776,1400,Light Disaster Utility (4WD),258.3,758.7,500.4,0.6,Active Landslide Clearance / Road Blockage
451.22,45.0,21.0,7.5,0.648,1650,4x4 Hill Freight Carrier,601.6,1086.7,485.1,0.465,Steep Mountain Grade & Hairpin Bends
55.41,20.0,31.4,86.36,0.979,4170,Refrigerated Medical Van,166.2,494.2,328.0,0.815,Torrential Rainfall & Reduced Visibility
133.57,20.0,14.5,5.98,0.117,1550,4x4 Hill Freight Carrier,400.7,426.2,25.5,0.091,Standard Mountain Traffic Flow
132.66,20.0,14.5,21.41,0.21,1550,4x4 Hill Freight Carrier,398.0,478.8,80.8,0.179,Standard Mountain Traffic Flow
306.88,45.0,18.0,40.3,0.607,1500,4x4 Hill Freight Carrier,409.2,757.9,348.7,0.485,Standard Mountain Traffic Flow
65.9,20.0,31.4,20.66,0.77,4170,4x4 Hill Freight Carrier,197.7,527.7,330.0,0.57,Active Landslide Clearance / Road Blockage
94.99,20.0,14.5,15.25,0.3,1550,4x4 Hill Freight Carrier,285.0,359.1,74.1,0.233,Standard Mountain Traffic Flow
243.8,45.0,4.2,20.41,0.235,95,Refrigerated Medical Van,325.1,396.6,71.5,0.195,Standard Mountain Traffic Flow
58.51,20.0,31.4,40.09,0.828,4170,4x4 Hill Freight Carrier,175.5,410.9,235.3,0.64,Steep Mountain Grade & Hairpin Bends
60.16,30.0,16.0,3.31,0.434,2100,Refrigerated Medical Van,120.3,165.2,44.9,0.309,Standard Mountain Traffic Flow
230.62,51.7,6.0,59.04,0.476,320,Light Disaster Utility (4WD),267.4,506.3,238.9,0.422,Active Landslide Clearance / Road Blockage
200.66,45.0,22.0,17.51,0.729,1400,4x4 Hill Freight Carrier,267.6,533.0,265.5,0.536,Steep Mountain Grade & Hairpin Bends
459.03,51.7,21.0,14.81,0.626,1650,Light Disaster Utility (4WD),532.2,937.6,405.4,0.46,Steep Mountain Grade & Hairpin Bends
556.85,51.7,21.0,27.14,0.78,1650,Light Disaster Utility (4WD),645.6,1394.1,748.5,0.587,Steep Mountain Grade & Hairpin Bends
761.69,45.0,21.0,1.46,0.552,1650,Refrigerated Medical Van,1015.6,1626.2,610.6,0.388,Active Landslide Clearance / Road Blockage
279.68,33.8,8.5,32.79,0.393,350,Heavy Supply Truck (16T),497.2,754.7,257.5,0.324,Standard Mountain Traffic Flow
39.45,34.5,16.0,82.63,0.708,2100,Light Disaster Utility (4WD),68.6,156.0,87.4,0.62,Torrential Rainfall & Reduced Visibility
281.22,33.8,18.0,19.83,0.582,1500,Heavy Supply Truck (16T),500.0,889.3,389.3,0.437,Active Landslide Clearance / Road Blockage
328.05,51.7,8.5,4.25,0.372,350,Light Disaster Utility (4WD),380.4,491.2,110.8,0.267,Standard Mountain Traffic Flow
132.07,20.0,14.5,22.7,0.217,1550,Refrigerated Medical Van,396.2,481.6,85.4,0.186,Standard Mountain Traffic Flow
116.44,22.5,26.5,6.72,0.567,2450,Heavy Supply Truck (16T),310.5,499.7,189.2,0.407,Steep Mountain Grade & Hairpin Bends
60.42,20.0,31.4,7.64,0.725,4170,4x4 Hill Freight Carrier,181.3,497.2,315.9,0.519,Active Landslide Clearance / Road Blockage
93.12,34.5,24.2,86.98,0.995,3200,Light Disaster Utility (4WD),162.0,693.3,531.4,0.827,Active Landslide Clearance / Road Blockage
92.99,34.5,24.2,8.83,0.598,3200,Light Disaster Utility (4WD),161.7,298.3,136.5,0.432,Steep Mountain Grade & Hairpin Bends
44.68,45.0,12.8,10.93,0.429,240,Refrigerated Medical Van,59.6,133.9,74.3,0.317,Active Landslide Clearance / Road Blockage
107.4,34.5,26.5,35.93,0.675,2450,Light Disaster Utility (4WD),186.8,367.7,180.9,0.527,Steep Mountain Grade & Hairpin Bends
66.44,20.0,31.4,5.23,0.813,4170,Refrigerated Medical Van,199.3,424.1,224.8,0.577,Steep Mountain Grade & Hairpin Bends
90.75,20.0,31.4,2.14,0.637,4170,Refrigerated Medical Van,272.2,468.6,196.4,0.449,Steep Mountain Grade & Hairpin Bends
71.62,20.0,31.4,11.97,0.746,4170,Refrigerated Medical Van,214.9,536.5,321.6,0.54,Active Landslide Clearance / Road Blockage
131.9,30.0,26.5,24.22,0.677,2450,Refrigerated Medical Van,263.8,505.0,241.2,0.51,Steep Mountain Grade & Hairpin Bends
239.81,45.0,22.0,10.09,0.647,1400,4x4 Hill Freight Carrier,319.8,569.3,249.5,0.468,Steep Mountain Grade & Hairpin Bends
214.66,51.7,6.0,102.53,0.555,320,Light Disaster Utility (4WD),248.9,549.0,300.1,0.542,Active Landslide Clearance / Road Blockage
103.23,22.5,26.5,56.23,0.881,2450,Heavy Supply Truck (16T),275.3,793.3,518.0,0.701,Active Landslide Clearance / Road Blockage
235.04,51.7,4.2,22.78,0.104,95,Light Disaster Utility (4WD),272.5,311.0,38.5,0.107,Standard Mountain Traffic Flow
84.71,20.0,31.4,45.52,0.937,4170,4x4 Hill Freight Carrier,254.1,673.7,419.6,0.724,Steep Mountain Grade & Hairpin Bends
133.28,15.0,14.5,12.74,0.185,1550,Heavy Supply Truck (16T),533.1,607.9,74.8,0.148,Standard Mountain Traffic Flow
197.98,33.8,22.0,0.08,0.548,1400,Heavy Supply Truck (16T),352.0,542.7,190.7,0.384,Steep Mountain Grade & Hairpin Bends
641.76,51.7,21.0,6.25,0.591,1650,Light Disaster Utility (4WD),744.1,1229.1,485.0,0.423,Steep Mountain Grade & Hairpin Bends
75.7,45.0,12.8,8.94,0.38,240,4x4 Hill Freight Carrier,100.9,171.2,70.3,0.28,Active Landslide Clearance / Road Blockage
51.33,45.0,12.8,9.52,0.311,240,4x4 Hill Freight Carrier,68.4,85.1,16.6,0.232,Standard Mountain Traffic Flow
56.97,20.0,31.4,38.02,0.861,4170,4x4 Hill Freight Carrier,170.9,412.4,241.5,0.66,Steep Mountain Grade & Hairpin Bends
701.92,45.0,21.0,39.95,0.837,1650,Refrigerated Medical Van,935.9,2281.6,1345.7,0.646,Active Landslide Clearance / Road Blockage
228.83,45.0,6.0,51.62,0.398,320,4x4 Hill Freight Carrier,305.1,477.0,171.9,0.356,Standard Mountain Traffic Flow
158.06,45.0,4.2,4.47,0.111,95,4x4 Hill Freight Carrier,210.7,221.9,11.2,0.085,Standard Mountain Traffic Flow
129.72,15.0,14.5,19.03,0.291,1550,Heavy Supply Truck (16T),518.9,658.4,139.5,0.232,Standard Mountain Traffic Flow
51.38,34.5,16.0,34.79,0.56,2100,Light Disaster Utility (4WD),89.3,155.2,65.8,0.444,Standard Mountain Traffic Flow
63.4,22.5,24.2,11.21,0.608,3200,Heavy Supply Truck (16T),169.1,289.1,120.0,0.443,Steep Mountain Grade & Hairpin Bends
198.64,33.8,6.0,47.17,0.453,320,Heavy Supply Truck (16T),353.1,572.3,219.2,0.388,Standard Mountain Traffic Flow
350.09,33.8,18.0,1.1,0.515,1500,Heavy Supply Truck (16T),622.4,927.0,304.6,0.362,Standard Mountain Traffic Flow
83.96,22.5,26.5,20.31,0.689,2450,Heavy Supply Truck (16T),223.9,624.5,400.6,0.512,Active Landslide Clearance / Road Blockage
515.78,51.7,21.0,9.42,0.654,1650,Light Disaster Utility (4WD),598.0,1297.5,699.5,0.472,Active Landslide Clearance / Road Blockage
55.98,15.0,31.4,106.06,1.0,4170,Heavy Supply Truck (16T),223.9,930.6,706.7,0.859,Active Landslide Clearance / Road Blockage
252.62,51.7,4.2,7.25,0.214,95,Light Disaster Utility (4WD),292.9,332.7,39.8,0.161,Standard Mountain Traffic Flow
116.24,30.0,24.2,5.97,0.677,3200,4x4 Hill Freight Carrier,232.5,618.2,385.7,0.483,Active Landslide Clearance / Road Blockage
184.61,45.0,4.2,5.79,0.211,95,Refrigerated Medical Van,246.2,277.3,31.1,0.157,Standard Mountain Traffic Flow
87.78,22.5,24.2,23.13,0.694,3200,Heavy Supply Truck (16T),234.1,455.4,221.3,0.521,Steep Mountain Grade & Hairpin Bends
478.92,51.7,8.5,15.28,0.264,350,Light Disaster Utility (4WD),555.3,678.4,123.1,0.208,Standard Mountain Traffic Flow
58.05,51.7,12.8,35.69,0.559,240,Light Disaster Utility (4WD),67.3,117.1,49.8,0.445,Standard Mountain Traffic Flow
61.17,34.5,16.0,23.45,0.462,2100,Light Disaster Utility (4WD),106.4,185.8,79.4,0.359,Standard Mountain Traffic Flow
48.36,30.0,16.0,0.61,0.39,2100,4x4 Hill Freight Carrier,96.7,125.4,28.7,0.274,Standard Mountain Traffic Flow
95.75,20.0,14.5,21.86,0.403,1550,Refrigerated Medical Van,287.2,408.1,120.9,0.315,Standard Mountain Traffic Flow
224.44,45.0,6.0,31.1,0.37,320,4x4 Hill Freight Carrier,299.3,459.6,160.3,0.306,Active Landslide Clearance / Road Blockage
312.02,51.7,22.0,46.1,0.817,1400,Light Disaster Utility (4WD),361.8,847.5,485.7,0.641,Steep Mountain Grade & Hairpin Bends
78.93,20.0,31.4,24.62,0.804,4170,4x4 Hill Freight Carrier,236.8,721.0,484.2,0.6,Active Landslide Clearance / Road Blockage
71.13,45.0,12.8,29.44,0.469,240,Refrigerated Medical Van,94.8,147.6,52.8,0.372,Standard Mountain Traffic Flow
189.02,51.7,22.0,52.86,0.877,1400,Light Disaster Utility (4WD),219.2,554.1,334.9,0.693,Steep Mountain Grade & Hairpin Bends
209.9,45.0,22.0,45.06,0.833,1400,Refrigerated Medical Van,279.9,826.4,546.5,0.651,Active Landslide Clearance / Road Blockage
109.98,15.0,14.5,13.6,0.241,1550,Heavy Supply Truck (16T),439.9,524.0,84.1,0.189,Standard Mountain Traffic Flow
102.62,20.0,14.5,30.35,0.342,1550,Refrigerated Medical Van,307.8,425.8,118.0,0.285,Standard Mountain Traffic Flow
323.92,45.0,18.0,20.44,0.658,1500,4x4 Hill Freight Carrier,431.9,1001.1,569.2,0.492,Active Landslide Clearance / Road Blockage
111.03,15.0,14.5,23.08,0.307,1550,Heavy Supply Truck (16T),444.1,580.2,136.1,0.25,Standard Mountain Traffic Flow
193.4,45.0,4.2,67.73,0.449,95,Refrigerated Medical Van,257.9,442.9,185.1,0.416,Torrential Rainfall & Reduced Visibility
141.64,45.0,6.0,162.22,0.854,320,4x4 Hill Freight Carrier,188.9,569.6,380.8,0.841,Torrential Rainfall & Reduced Visibility
707.83,45.0,21.0,49.98,0.822,1650,4x4 Hill Freight Carrier,943.8,2241.0,1297.3,0.65,Steep Mountain Grade & Hairpin Bends
448.41,33.8,8.5,143.37,0.905,350,Heavy Supply Truck (16T),797.2,2502.8,1705.6,0.849,Active Landslide Clearance / Road Blockage
106.31,15.0,14.5,56.51,0.355,1550,Heavy Supply Truck (16T),425.2,650.9,225.7,0.333,Standard Mountain Traffic Flow
227.33,45.0,22.0,26.83,0.868,1400,Refrigerated Medical Van,303.1,954.5,651.4,0.648,Active Landslide Clearance / Road Blockage
80.55,30.0,26.5,25.6,0.685,2450,Refrigerated Medical Van,161.1,312.2,151.2,0.518,Steep Mountain Grade & Hairpin Bends
449.32,51.7,8.5,19.7,0.364,350,Light Disaster Utility (4WD),520.9,707.8,186.8,0.285,Standard Mountain Traffic Flow
183.78,33.8,4.2,5.05,0.101,95,Heavy Supply Truck (16T),326.7,343.3,16.6,0.078,Standard Mountain Traffic Flow
248.19,33.8,4.2,22.12,0.141,95,Heavy Supply Truck (16T),441.2,510.9,69.7,0.132,Standard Mountain Traffic Flow
460.02,51.7,8.5,5.76,0.287,350,Light Disaster Utility (4WD),533.4,638.9,105.6,0.21,Standard Mountain Traffic Flow
98.02,15.0,14.5,21.82,0.226,1550,Heavy Supply Truck (16T),392.1,477.9,85.8,0.191,Standard Mountain Traffic Flow
262.16,45.0,22.0,2.79,0.627,1400,Refrigerated Medical Van,349.6,595.9,246.4,0.443,Steep Mountain Grade & Hairpin Bends
290.05,33.8,18.0,13.97,0.597,1500,Heavy Supply Truck (16T),515.6,877.9,362.3,0.439,Standard Mountain Traffic Flow
195.09,33.8,4.2,25.02,0.306,95,Heavy Supply Truck (16T),346.8,456.2,109.3,0.252,Standard Mountain Traffic Flow
570.14,51.7,21.0,82.53,0.938,1650,Light Disaster Utility (4WD),661.0,2095.0,1434.0,0.78,Active Landslide Clearance / Road Blockage
130.82,34.5,26.5,6.1,0.584,2450,Light Disaster Utility (4WD),227.5,401.2,173.7,0.418,Steep Mountain Grade & Hairpin Bends
127.59,20.0,14.5,2.64,0.221,1550,Refrigerated Medical Van,382.8,428.1,45.3,0.158,Standard Mountain Traffic Flow
102.24,34.5,24.2,3.17,0.675,3200,Light Disaster Utility (4WD),177.8,321.0,143.2,0.477,Steep Mountain Grade & Hairpin Bends
280.02,45.0,22.0,34.17,0.784,1400,Refrigerated Medical Van,373.4,896.4,523.0,0.6,Active Landslide Clearance / Road Blockage
114.32,30.0,26.5,74.79,0.868,2450,4x4 Hill Freight Carrier,228.6,719.1,490.5,0.72,Active Landslide Clearance / Road Blockage
751.39,45.0,21.0,0.01,0.632,1650,Refrigerated Medical Van,1001.9,1703.9,702.1,0.442,Steep Mountain Grade & Hairpin Bends
46.86,51.7,12.8,27.97,0.448,240,Light Disaster Utility (4WD),54.3,82.5,28.1,0.356,Standard Mountain Traffic Flow
198.66,51.7,4.2,83.65,0.441,95,Light Disaster Utility (4WD),230.3,427.3,197.0,0.434,Torrential Rainfall & Reduced Visibility
105.96,34.5,26.5,9.76,0.601,2450,Light Disaster Utility (4WD),184.3,311.2,126.9,0.435,Steep Mountain Grade & Hairpin Bends
138.08,23.0,14.5,27.86,0.324,1550,Light Disaster Utility (4WD),360.2,486.1,125.9,0.268,Standard Mountain Traffic Flow
53.59,20.0,31.4,17.66,0.906,4170,Refrigerated Medical Van,160.8,390.4,229.6,0.661,Steep Mountain Grade & Hairpin Bends
809.81,51.7,21.0,54.1,0.805,1650,Light Disaster Utility (4WD),938.9,2210.4,1271.5,0.645,Steep Mountain Grade & Hairpin Bends
43.32,45.0,12.8,10.85,0.377,240,4x4 Hill Freight Carrier,57.8,96.8,39.0,0.28,Standard Mountain Traffic Flow
47.5,22.5,16.0,33.91,0.534,2100,Heavy Supply Truck (16T),126.7,213.6,86.9,0.424,Standard Mountain Traffic Flow
786.79,45.0,21.0,1.66,0.634,1650,4x4 Hill Freight Carrier,1049.0,1796.2,747.2,0.446,Steep Mountain Grade & Hairpin Bends
33.96,34.5,16.0,32.48,0.46,2100,Light Disaster Utility (4WD),59.1,92.0,32.9,0.371,Standard Mountain Traffic Flow
159.9,45.0,6.0,9.43,0.215,320,4x4 Hill Freight Carrier,213.2,244.7,31.5,0.165,Standard Mountain Traffic Flow
113.48,20.0,14.5,17.4,0.352,1550,4x4 Hill Freight Carrier,340.5,485.8,145.3,0.273,Active Landslide Clearance / Road Blockage
209.82,45.0,22.0,5.45,0.679,1400,4x4 Hill Freight Carrier,279.8,623.6,343.9,0.484,Active Landslide Clearance / Road Blockage
234.83,33.8,4.2,42.4,0.232,95,Heavy Supply Truck (16T),417.5,554.1,136.6,0.226,Standard Mountain Traffic Flow
116.32,30.0,26.5,25.37,0.718,2450,4x4 Hill Freight Carrier,232.6,467.0,234.4,0.54,Steep Mountain Grade & Hairpin Bends
244.88,51.7,22.0,23.95,0.887,1400,Light Disaster Utility (4WD),283.9,868.6,584.6,0.657,Active Landslide Clearance / Road Blockage
188.5,45.0,22.0,41.54,0.798,1400,4x4 Hill Freight Carrier,251.3,643.2,391.9,0.621,Active Landslide Clearance / Road Blockage
292.09,51.7,18.0,111.99,0.902,1500,Light Disaster Utility (4WD),338.7,1117.9,779.3,0.799,Active Landslide Clearance / Road Blockage
245.84,33.8,4.2,90.24,0.469,95,Heavy Supply Truck (16T),437.0,813.2,376.2,0.464,Torrential Rainfall & Reduced Visibility
671.75,51.7,21.0,13.1,0.572,1650,Light Disaster Utility (4WD),778.8,1285.5,506.7,0.42,Steep Mountain Grade & Hairpin Bends
308.93,45.0,22.0,61.3,0.94,1400,Refrigerated Medical Van,411.9,1281.0,869.1,0.75,Active Landslide Clearance / Road Blockage
100.68,23.0,14.5,10.42,0.125,1550,Light Disaster Utility (4WD),262.6,286.3,23.6,0.103,Standard Mountain Traffic Flow
361.53,51.7,8.5,51.23,0.457,350,Light Disaster Utility (4WD),419.2,711.3,292.1,0.397,Standard Mountain Traffic Flow
249.26,33.8,4.2,68.34,0.387,95,Heavy Supply Truck (16T),443.1,722.8,279.7,0.373,Torrential Rainfall & Reduced Visibility
74.26,22.5,24.2,14.03,0.705,3200,Heavy Supply Truck (16T),198.0,490.7,292.6,0.514,Active Landslide Clearance / Road Blockage
143.11,51.7,6.0,28.04,0.388,320,Light Disaster Utility (4WD),165.9,237.4,71.5,0.314,Standard Mountain Traffic Flow
44.41,51.7,12.8,30.97,0.47,240,Light Disaster Utility (4WD),51.5,80.7,29.2,0.376,Standard Mountain Traffic Flow
206.78,45.0,6.0,42.75,0.408,320,Refrigerated Medical Van,275.7,422.4,146.7,0.35,Standard Mountain Traffic Flow
142.05,15.0,14.5,12.13,0.257,1550,Heavy Supply Truck (16T),568.2,681.3,113.1,0.198,Standard Mountain Traffic Flow
110.62,30.0,26.5,0.43,0.568,2450,Refrigerated Medical Van,221.2,349.6,128.3,0.398,Steep Mountain Grade & Hairpin Bends
198.65,45.0,22.0,0.87,0.631,1400,Refrigerated Medical Van,264.9,450.8,186.0,0.443,Steep Mountain Grade & Hairpin Bends
459.68,45.0,8.5,0.25,0.247,350,4x4 Hill Freight Carrier,612.9,692.5,79.6,0.173,Standard Mountain Traffic Flow
496.3,45.0,18.0,66.99,0.811,1500,Refrigerated Medical Van,661.7,1610.1,948.4,0.668,Torrential Rainfall & Reduced Visibility
679.17,51.7,21.0,33.46,0.671,1650,Light Disaster Utility (4WD),787.4,1752.9,965.4,0.52,Active Landslide Clearance / Road Blockage
62.25,23.0,31.4,24.81,0.884,4170,Light Disaster Utility (4WD),162.4,390.5,228.1,0.656,Steep Mountain Grade & Hairpin Bends
134.82,45.0,6.0,76.51,0.507,320,Refrigerated Medical Van,179.8,333.2,153.4,0.47,Torrential Rainfall & Reduced Visibility
114.31,30.0,26.5,43.33,0.728,2450,4x4 Hill Freight Carrier,228.6,650.6,422.0,0.575,Active Landslide Clearance / Road Blockage
519.75,33.8,21.0,0.03,0.591,1650,Heavy Supply Truck (16T),924.0,1498.4,574.4,0.414,Steep Mountain Grade & Hairpin Bends
137.53,30.0,26.5,15.82,0.711,2450,4x4 Hill Freight Carrier,275.1,682.6,407.5,0.522,Active Landslide Clearance / Road Blockage
391.23,51.7,18.0,17.81,0.599,1500,Light Disaster Utility (4WD),453.6,811.5,357.9,0.446,Standard Mountain Traffic Flow
96.11,23.0,14.5,1.15,0.261,1550,Light Disaster Utility (4WD),250.7,288.0,37.3,0.185,Standard Mountain Traffic Flow
74.91,20.0,31.4,7.84,0.772,4170,4x4 Hill Freight Carrier,224.7,637.0,412.3,0.552,Active Landslide Clearance / Road Blockage
236.12,33.8,4.2,21.01,0.157,95,Heavy Supply Truck (16T),419.8,487.8,68.1,0.141,Standard Mountain Traffic Flow
111.22,30.0,24.2,82.63,0.976,3200,Refrigerated Medical Van,222.4,759.2,536.8,0.807,Active Landslide Clearance / Road Blockage
142.85,30.0,26.5,9.61,0.676,2450,4x4 Hill Freight Carrier,285.7,525.4,239.7,0.488,Steep Mountain Grade & Hairpin Bends
301.4,33.8,8.5,17.51,0.418,350,Heavy Supply Truck (16T),535.8,760.8,225.0,0.319,Standard Mountain Traffic Flow
98.21,34.5,24.2,20.62,0.807,3200,Light Disaster Utility (4WD),170.8,425.6,254.8,0.596,Active Landslide Clearance / Road Blockage
51.6,22.5,16.0,37.78,0.606,2100,Heavy Supply Truck (16T),137.6,252.9,115.3,0.481,Standard Mountain Traffic Flow
206.16,45.0,22.0,7.5,0.656,1400,Refrigerated Medical Van,274.9,491.0,216.2,0.47,Steep Mountain Grade & Hairpin Bends
71.21,22.5,24.2,13.96,0.691,3200,Heavy Supply Truck (16T),189.9,359.2,169.3,0.504,Steep Mountain Grade & Hairpin Bends
341.75,45.0,8.5,26.68,0.402,350,Refrigerated Medical Van,455.7,658.1,202.4,0.322,Standard Mountain Traffic Flow
704.47,33.8,21.0,8.28,0.642,1650,Heavy Supply Truck (16T),1252.4,2207.4,955.1,0.462,Steep Mountain Grade & Hairpin Bends
222.83,51.7,22.0,36.42,0.798,1400,Light Disaster Utility (4WD),258.4,580.8,322.4,0.613,Steep Mountain Grade & Hairpin Bends
51.61,33.8,12.8,9.08,0.286,240,Heavy Supply Truck (16T),91.8,111.3,19.6,0.214,Standard Mountain Traffic Flow
316.48,33.8,18.0,9.15,0.563,1500,Heavy Supply Truck (16T),562.6,908.7,346.1,0.408,Standard Mountain Traffic Flow
146.85,33.8,4.2,36.56,0.221,95,Heavy Supply Truck (16T),261.1,336.3,75.2,0.209,Standard Mountain Traffic Flow
88.34,22.5,26.5,3.25,0.592,2450,Heavy Supply Truck (16T),235.6,386.1,150.6,0.419,Steep Mountain Grade & Hairpin Bends
95.85,30.0,24.2,2.97,0.655,3200,4x4 Hill Freight Carrier,191.7,337.7,146.0,0.463,Steep Mountain Grade & Hairpin Bends
703.6,51.7,21.0,2.27,0.594,1650,Light Disaster Utility (4WD),815.8,1336.7,520.9,0.419,Steep Mountain Grade & Hairpin Bends
295.58,33.8,22.0,20.38,0.747,1400,Heavy Supply Truck (16T),525.5,1254.8,729.4,0.554,Active Landslide Clearance / Road Blockage
116.65,30.0,24.2,7.93,0.707,3200,Refrigerated Medical Van,233.3,442.3,209.0,0.506,Steep Mountain Grade & Hairpin Bends
66.79,45.0,12.8,18.5,0.44,240,4x4 Hill Freight Carrier,89.0,129.8,40.8,0.336,Standard Mountain Traffic Flow
117.31,15.0,14.5,24.18,0.235,1550,Heavy Supply Truck (16T),469.2,581.4,112.1,0.201,Standard Mountain Traffic Flow
34.54,34.5,16.0,19.01,0.447,2100,Light Disaster Utility (4WD),60.1,88.4,28.3,0.342,Standard Mountain Traffic Flow
395.98,45.0,8.5,45.4,0.497,350,4x4 Hill Freight Carrier,528.0,938.4,410.4,0.416,Active Landslide Clearance / Road Blockage
90.75,34.5,24.2,58.55,0.899,3200,Light Disaster Utility (4WD),157.8,504.3,346.4,0.717,Active Landslide Clearance / Road Blockage
154.4,45.0,6.0,1.64,0.214,320,4x4 Hill Freight Carrier,205.9,228.1,22.2,0.152,Standard Mountain Traffic Flow
130.26,34.5,26.5,16.19,0.608,2450,Light Disaster Utility (4WD),226.5,392.9,166.4,0.45,Steep Mountain Grade & Hairpin Bends
137.37,34.5,26.5,53.86,0.758,2450,Light Disaster Utility (4WD),238.9,688.6,449.7,0.612,Active Landslide Clearance / Road Blockage
120.67,23.0,14.5,19.29,0.295,1550,Light Disaster Utility (4WD),314.8,401.1,86.3,0.235,Standard Mountain Traffic Flow
284.14,45.0,8.5,16.26,0.335,350,Refrigerated Medical Van,378.8,494.4,115.6,0.259,Standard Mountain Traffic Flow
185.33,51.7,4.2,20.68,0.266,95,Light Disaster Utility (4WD),214.9,268.7,53.8,0.217,Standard Mountain Traffic Flow
86.2,22.5,26.5,21.59,0.526,2450,Heavy Supply Truck (16T),229.9,370.2,140.4,0.4,Steep Mountain Grade & Hairpin Bends
310.3,33.8,8.5,6.11,0.401,350,Heavy Supply Truck (16T),551.6,786.4,234.8,0.29,Active Landslide Clearance / Road Blockage
99.49,34.5,24.2,19.07,0.641,3200,Light Disaster Utility (4WD),173.0,313.9,140.9,0.477,Steep Mountain Grade & Hairpin Bends
102.87,34.5,26.5,14.15,0.632,2450,Light Disaster Utility (4WD),178.9,370.2,191.3,0.464,Active Landslide Clearance / Road Blockage
251.39,45.0,4.2,5.61,0.255,95,4x4 Hill Freight Carrier,335.2,390.5,55.3,0.187,Standard Mountain Traffic Flow
308.9,33.8,18.0,29.86,0.626,1500,Heavy Supply Truck (16T),549.2,1009.7,460.6,0.483,Standard Mountain Traffic Flow
783.27,45.0,21.0,37.92,0.77,1650,Refrigerated Medical Van,1044.4,2480.4,1436.1,0.596,Active Landslide Clearance / Road Blockage
145.86,45.0,6.0,8.0,0.187,320,Refrigerated Medical Van,194.5,217.5,23.1,0.143,Standard Mountain Traffic Flow
547.45,45.0,21.0,11.63,0.651,1650,Refrigerated Medical Van,729.9,1311.3,581.4,0.473,Steep Mountain Grade & Hairpin Bends
162.29,45.0,4.2,6.89,0.121,95,Refrigerated Medical Van,216.4,231.5,15.1,0.095,Standard Mountain Traffic Flow
262.37,45.0,8.5,29.78,0.422,350,4x4 Hill Freight Carrier,349.8,520.6,170.7,0.34,Standard Mountain Traffic Flow
318.89,45.0,22.0,12.07,0.707,1400,4x4 Hill Freight Carrier,425.2,815.7,390.5,0.513,Steep Mountain Grade & Hairpin Bends
494.88,51.7,18.0,45.98,0.654,1500,Light Disaster Utility (4WD),573.8,1133.6,559.8,0.527,Standard Mountain Traffic Flow
191.54,51.7,6.0,11.35,0.221,320,Light Disaster Utility (4WD),222.1,258.2,36.1,0.172,Standard Mountain Traffic Flow
53.56,30.0,16.0,38.74,0.539,2100,Refrigerated Medical Van,107.1,242.7,135.6,0.436,Active Landslide Clearance / Road Blockage
314.33,45.0,8.5,0.56,0.373,350,Refrigerated Medical Van,419.1,533.8,114.7,0.262,Standard Mountain Traffic Flow
730.77,45.0,21.0,6.46,0.646,1650,4x4 Hill Freight Carrier,974.4,1715.5,741.1,0.462,Steep Mountain Grade & Hairpin Bends
314.63,45.0,8.5,21.56,0.409,350,Refrigerated Medical Van,419.5,635.5,216.0,0.319,Active Landslide Clearance / Road Blockage
435.11,45.0,8.5,26.07,0.364,350,Refrigerated Medical Van,580.1,806.3,226.2,0.294,Standard Mountain Traffic Flow
207.88,45.0,6.0,12.13,0.242,320,4x4 Hill Freight Carrier,277.2,328.5,51.3,0.188,Standard Mountain Traffic Flow
210.44,33.8,4.2,7.22,0.188,95,Heavy Supply Truck (16T),374.1,417.1,43.0,0.142,Standard Mountain Traffic Flow
362.52,45.0,8.5,11.49,0.348,350,Refrigerated Medical Van,483.4,626.8,143.4,0.261,Standard Mountain Traffic Flow
62.53,30.0,16.0,0.6,0.356,2100,Refrigerated Medical Van,125.1,156.7,31.6,0.25,Standard Mountain Traffic Flow
412.58,33.8,8.5,8.75,0.31,350,Heavy Supply Truck (16T),733.5,908.0,174.5,0.23,Standard Mountain Traffic Flow
785.51,33.8,21.0,0.36,0.577,1650,Heavy Supply Truck (16T),1396.5,2229.2,832.7,0.404,Steep Mountain Grade & Hairpin Bends
75.11,20.0,31.4,20.88,0.861,4170,Refrigerated Medical Van,225.3,699.8,474.5,0.634,Active Landslide Clearance / Road Blockage
