road_id,length_km,slope_deg,elevation_m,rainfall_24h_mm,rainfall_7d_accum_mm,temp_c,soil_saturation,river_proximity_km,hist_disruptions,satellite_water_proxy,landslide_risk,flood_risk,overall_risk,is_disrupted
RD-SELA-TWG-06,78.0,26.706181597955897,3223.6786768666143,26.95,112.91,26.8,0.426,1.87,8,0.21,0.8476,0.4663,0.8417,1
RD-DRG-SELA-05,62.0,36.85310772177293,4154.9645811073,20.51,78.26,12.8,0.311,2.77,7,0.157,0.8853,0.4344,0.8822,1
RD-DRG-SELA-05,62.0,33.29845449721077,4259.25798681717,225.16,644.72,22.1,1.0,2.19,7,1.0,0.9983,0.9822,1.0,1
RD-TEZ-BHK-02,54.0,17.345079152314142,204.37105164113387,96.33,481.02,23.9,1.0,0.05,3,0.813,0.926,0.9714,0.9957,1
RD-BMD-DRG-04,42.0,18.623639857604623,2105.871828480459,57.31,180.77,16.6,0.653,1.12,5,0.391,0.85,0.7409,0.855,1
RD-BHK-BMD-03,96.0,30.67387535918948,2425.584339376333,16.92,62.09,29.6,0.507,0.28,7,0.336,0.9247,0.8383,0.9602,1
RD-TEZ-BHK-02,54.0,12.301000915303526,274.8338287382448,174.76,568.9,8.9,1.0,0.48,4,1.0,0.958,1.0,1.0,1
RD-GHY-SHL-07,98.0,11.626580694598797,1578.7478341416627,181.9,508.94,13.1,1.0,3.07,2,0.905,0.9534,0.9331,0.9618,1
RD-TEZ-ITA-11,155.0,3.55133972282185,425.03914529674347,106.44,411.99,33.2,1.0,1.4,2,0.602,0.8513,0.9295,0.9308,1
RD-SHL-SIL-08,215.0,22.026832428140295,1372.6083573342519,12.12,32.01,31.5,0.407,0.24,8,0.325,0.9263,0.8633,0.9723,1
RD-TEZ-BHK-02,54.0,14.253503208214504,283.33192684446135,281.84,823.65,28.1,1.0,0.05,5,1.0,1.0,0.9766,1.0,1
RD-TEZ-BHK-02,54.0,10.945954782883339,267.37730450248483,64.41,270.51,17.5,1.0,0.36,4,0.532,0.924,0.9506,0.9748,1
RD-DRG-SELA-05,62.0,31.304716030129434,4242.762015107487,8.14,27.01,16.6,0.14,1.94,7,0.12,0.8551,0.3587,0.8448,1
RD-GHY-TEZ-01,178.0,5.7780140112923055,44.641094299655705,29.33,84.24,17.0,0.331,0.72,1,0.301,0.4508,0.9507,0.8844,1
RD-BHK-BMD-03,96.0,28.024451685029398,2470.785689341645,51.21,217.79,11.5,0.776,0.54,9,0.431,0.9554,0.7479,0.9773,1
RD-GHY-TEZ-01,178.0,5.17282513784863,212.35179739731484,75.05,210.66,18.2,0.752,1.12,2,0.474,0.7135,0.9347,0.9065,1
RD-TEZ-ITA-11,155.0,3.569057528408191,394.42354150615876,68.36,218.09,23.1,0.777,1.84,3,0.405,0.7726,0.7661,0.7675,1
RD-BHK-BMD-03,96.0,30.264126874776817,2504.0483085431847,21.06,70.17,18.2,0.534,0.48,7,0.303,0.9657,0.7286,0.9844,1
RD-GHY-SHL-07,98.0,11.6515243282359,1516.3842867093374,14.9,52.68,20.9,0.226,2.92,2,0.128,0.4915,0.3346,0.4604,0
RD-GHY-ITA-09,320.0,9.448314981068135,369.0870840605904,16.58,52.62,22.9,0.225,1.3,4,0.188,0.5635,0.6275,0.6144,0
RD-SHL-SIL-08,215.0,26.418197393568352,1407.1475938276824,26.58,74.07,32.1,0.297,0.56,6,0.312,0.8839,0.8147,0.9243,1
RD-GHY-SHL-07,98.0,13.272094335298116,1474.9857100988015,205.43,964.91,13.3,1.0,2.7,3,1.0,0.9802,0.9474,0.9904,1
RD-TEZ-BHK-02,54.0,11.815558690726489,371.66917827008217,21.44,57.71,27.7,0.492,0.21,6,0.381,0.7967,0.9487,0.9547,1
RD-GHY-TEZ-01,178.0,11.152782029315077,10.0,6.6,22.05,24.8,0.124,0.5,1,0.23,0.3803,0.9424,0.8668,1
RD-GHY-GTK-12,540.0,17.836772856762245,1569.5230961510488,16.55,55.46,9.2,0.235,0.68,9,0.247,0.8198,0.7016,0.8431,1
RD-SHL-SIL-08,215.0,19.472387899083373,1426.071084375439,176.38,831.86,6.5,1.0,0.52,8,1.0,1.0,0.963,1.0,1
RD-GHY-ITA-09,320.0,3.119472800932135,364.9008140291956,53.09,202.88,7.6,0.726,1.01,4,0.381,0.7234,0.8298,0.8234,1
RD-SELA-TWG-06,78.0,26.47361708579823,3194.7568078849354,13.78,64.46,21.9,0.265,2.04,7,0.143,0.8803,0.3339,0.8543,1
RD-DRG-SELA-05,62.0,27.129522901380955,4117.81184508662,102.85,411.43,8.4,1.0,2.36,8,0.55,0.9944,0.8222,1.0,1
RD-TEZ-ITA-11,155.0,6.142210651834381,342.2100372945931,1.67,5.37,15.1,0.068,1.46,2,0.11,0.3999,0.5887,0.5577,0
RD-TEZ-ITA-11,155.0,3.9538886183889614,386.11419706677333,195.99,589.31,31.4,1.0,1.44,1,1.0,0.9439,0.983,0.9967,1
RD-GHY-ITA-09,320.0,10.950534689795738,320.21212010407277,19.4,74.63,10.8,0.299,1.04,3,0.22,0.5974,0.7137,0.6986,1
RD-SELA-TWG-06,78.0,29.138986475187522,3259.973933896208,141.9,669.87,32.4,1.0,1.61,7,0.757,0.9631,0.9039,1.0,1
RD-SHL-SIL-08,215.0,24.33834404257872,1439.400999252528,18.48,75.1,6.4,0.3,0.65,8,0.26,0.883,0.7672,0.9172,1
RD-DRG-SELA-05,62.0,25.154137881345314,4150.6626168761195,38.42,137.52,4.7,0.508,2.85,7,0.239,0.9177,0.4449,0.9133,1
RD-BHK-BMD-03,96.0,26.841922316775737,2459.180608531014,39.0,110.93,19.2,0.67,0.23,7,0.455,0.8995,0.9064,0.9507,1
RD-GHY-SHL-07,98.0,14.285701033769048,1521.4324011601614,6.88,27.48,21.8,0.142,2.65,3,0.096,0.5244,0.3219,0.4891,0
RD-DRG-SELA-05,62.0,29.96112714646263,4143.160676442236,4.34,20.37,12.3,0.118,2.83,10,0.08,0.8704,0.3493,0.8575,1
RD-TEZ-BHK-02,54.0,13.34900692270097,226.14686599005393,15.09,63.07,32.5,0.51,0.1,5,0.404,0.6825,1.0,0.9874,1
RD-SELA-TWG-06,78.0,24.323102780156425,3210.9907657470308,26.34,76.85,17.4,0.306,1.92,8,0.206,0.8125,0.4988,0.8134,1
RD-TEZ-ITA-11,155.0,4.528115104212143,275.7304107118501,5.24,15.77,27.4,0.103,1.81,1,0.111,0.3521,0.591,0.5555,0
RD-BMD-DRG-04,42.0,14.230332161901451,2220.2839837219726,177.34,545.37,28.1,1.0,1.11,4,0.952,0.9889,0.9439,1.0,1
RD-BMD-DRG-04,42.0,20.73070653943212,2171.9062837452307,79.98,319.34,20.4,1.0,0.36,7,0.605,0.9428,0.8595,0.9609,1
RD-GHY-NAG-10,345.0,21.082322951077952,1558.739796749873,135.63,582.44,4.6,1.0,0.83,6,0.783,0.9755,0.9273,1.0,1
RD-GHY-SHL-07,98.0,12.886673502995734,1475.1368455480597,199.03,532.42,21.9,1.0,2.91,6,0.987,0.9856,1.0,1.0,1
RD-GHY-ITA-09,320.0,10.07955000125866,366.76041210162725,13.43,41.19,32.9,0.187,1.33,2,0.172,0.5478,0.6088,0.5956,0
RD-SHL-SIL-08,215.0,16.37979775625189,1407.255114318061,20.41,84.41,14.0,0.581,0.43,7,0.309,0.814,0.84,0.8816,1
RD-SHL-SIL-08,215.0,20.193447613660844,1466.1623248101994,2.65,11.92,24.7,0.34,0.24,6,0.284,0.7788,0.8571,0.8937,1
RD-GHY-TEZ-01,178.0,1.3177200069858408,55.96165648769742,141.09,551.25,10.0,1.0,0.88,1,0.803,0.9111,0.9742,0.9732,1
RD-GHY-TEZ-01,178.0,2.77576963560961,114.04943700669662,12.77,55.76,22.8,0.236,0.55,1,0.249,0.3761,0.8288,0.7632,1
RD-GHY-GTK-12,540.0,18.80521578752034,1679.966684288481,102.39,426.61,18.7,1.0,0.36,8,0.711,0.9198,0.9805,1.0,1
RD-TEZ-BHK-02,54.0,17.569482562538756,238.00005667848203,121.75,526.26,17.8,1.0,0.11,5,0.895,0.9495,1.0,1.0,1
RD-TEZ-ITA-11,155.0,2.5338971844225586,301.17815940177024,57.59,182.41,20.8,0.658,1.52,1,0.368,0.6116,0.8199,0.7942,1
RD-SHL-SIL-08,215.0,22.63053867206758,1421.5412554129696,6.19,22.76,26.2,0.376,0.46,7,0.238,0.8389,0.8021,0.879,1
RD-GHY-ITA-09,320.0,10.247872267670935,407.3811060092265,136.08,440.02,32.1,1.0,1.3,2,0.746,0.8877,0.9496,0.9617,1
RD-GHY-NAG-10,345.0,16.323727810658728,1425.9771444240002,175.04,816.41,14.6,1.0,0.39,7,1.0,1.0,0.9903,1.0,1
RD-TEZ-BHK-02,54.0,9.646110883409744,153.3580622914136,122.2,355.86,15.2,1.0,0.28,3,0.826,0.8945,0.9404,0.9605,1
RD-BHK-BMD-03,96.0,24.066181803397193,2541.1691476380147,16.85,63.09,22.0,0.26,0.63,9,0.255,0.8695,0.7037,0.8888,1
RD-GHY-TEZ-01,178.0,7.644234018559114,168.46570968283112,10.1,44.34,30.3,0.198,0.69,1,0.214,0.3456,0.8478,0.7766,1
RD-GHY-NAG-10,345.0,19.995777080240188,1571.8326488030673,83.4,379.3,8.3,1.0,0.72,9,0.553,0.9679,0.9118,1.0,1
RD-GHY-GTK-12,540.0,14.234124541073284,1633.7642502637623,30.25,108.45,15.2,0.661,0.06,8,0.5,0.8608,0.9905,1.0,1
RD-GHY-TEZ-01,178.0,4.571029327441242,172.15004326286947,176.84,644.75,15.6,1.0,0.56,1,1.0,0.861,0.965,0.9569,1
RD-GHY-TEZ-01,178.0,1.0,90.5174169984374,15.24,68.74,22.0,0.279,1.04,1,0.201,0.3808,0.7454,0.6882,1
RD-TEZ-BHK-02,54.0,13.92238595730641,275.1218658588032,98.47,400.98,12.8,1.0,0.05,5,0.823,0.8745,1.0,1.0,1
RD-BHK-BMD-03,96.0,23.8719300866294,2432.0350637740485,96.99,358.7,4.6,1.0,0.66,6,0.626,0.9183,0.9089,0.9638,1
RD-TEZ-BHK-02,54.0,15.720894889515174,236.93329218297797,12.25,40.17,18.0,0.434,0.16,3,0.361,0.685,0.901,0.8935,1
RD-TEZ-BHK-02,54.0,13.00641069967102,221.2952849530767,72.53,316.38,7.7,1.0,0.19,3,0.627,0.8713,0.983,0.999,1
RD-GHY-NAG-10,345.0,19.623478908893688,1569.6495154256986,29.74,123.89,27.9,0.463,1.01,7,0.271,0.871,0.6481,0.877,1
RD-BMD-DRG-04,42.0,16.108900646722674,2138.773329955336,130.31,548.48,6.5,1.0,0.99,4,0.743,0.9651,0.9092,0.9899,1
RD-BMD-DRG-04,42.0,14.286115173911002,2039.1964840708408,23.73,108.79,20.0,0.413,1.57,7,0.207,0.7473,0.5097,0.7303,1
RD-GHY-GTK-12,540.0,20.613872469554728,1595.2783324325599,30.85,111.63,21.1,0.672,0.38,9,0.371,0.9198,0.8669,0.9614,1
RD-SELA-TWG-06,78.0,25.171516711634254,3187.1748500367366,209.51,840.89,32.4,1.0,1.49,8,1.0,1.0,0.9526,1.0,1
RD-TEZ-ITA-11,155.0,9.916357728953152,401.62449481868435,0.45,2.16,4.6,0.057,1.33,4,0.111,0.514,0.557,0.5384,0
RD-BHK-BMD-03,96.0,23.801395703961866,2491.978032277696,23.84,104.45,9.8,0.648,0.34,13,0.349,0.9354,0.838,0.9707,1
RD-BMD-DRG-04,42.0,17.120620307143085,2100.2366242816324,4.15,12.6,29.6,0.092,1.16,5,0.14,0.6133,0.4849,0.604,0
RD-GHY-NAG-10,345.0,21.56179873011749,1448.7745582228183,70.72,183.0,29.9,0.66,0.61,8,0.51,0.9481,0.8448,0.978,1
RD-TEZ-BHK-02,54.0,12.878842527762226,262.23009706822035,253.38,798.85,19.6,1.0,0.05,6,1.0,0.9431,0.94,0.9696,1
RD-BHK-BMD-03,96.0,28.98932155343306,2466.4723501979074,9.61,45.56,15.5,0.452,0.37,6,0.276,0.8961,0.7878,0.9256,1
RD-BHK-BMD-03,96.0,26.357264516691757,2350.4465848538903,88.61,405.86,25.2,1.0,0.27,6,0.674,0.9898,1.0,1.0,1
RD-GHY-ITA-09,320.0,9.035325442639174,457.89175360399463,185.85,857.14,11.0,1.0,0.97,6,1.0,0.957,1.0,1.0,1
RD-BMD-DRG-04,42.0,18.63511890906554,2021.4543473009383,16.69,74.31,8.0,0.298,1.33,6,0.187,0.7431,0.4715,0.7222,1
RD-GHY-TEZ-01,178.0,9.413650554653914,114.1566404736376,157.02,682.15,11.3,1.0,1.02,0,0.864,0.8584,1.0,0.9908,1
RD-TEZ-ITA-11,155.0,6.651057908388473,313.83704845804914,10.79,49.84,31.9,0.216,1.41,1,0.155,0.4125,0.6064,0.575,0
RD-BHK-BMD-03,96.0,22.35495989766984,2503.4248086890557,180.93,617.63,26.0,1.0,0.17,7,1.0,0.96,0.9556,1.0,1
RD-SHL-SIL-08,215.0,16.874360300101003,1464.5644859464162,163.04,594.84,21.8,1.0,0.35,7,0.995,0.9867,0.9506,1.0,1
RD-GHY-TEZ-01,178.0,3.978277806867107,126.28456855544059,112.24,548.11,9.9,1.0,0.85,0,0.672,0.7925,0.9873,0.9685,1
RD-TEZ-BHK-02,54.0,11.49404389530309,263.5059341394784,113.13,557.54,9.6,1.0,0.18,3,0.823,0.9173,0.9684,0.9913,1
RD-GHY-NAG-10,345.0,24.291343925478103,1532.637157695106,54.78,182.42,33.1,0.658,0.97,8,0.392,0.9319,0.7455,0.9483,1
RD-GHY-SHL-07,98.0,17.287849653151756,1602.923372277977,22.59,75.93,21.3,0.303,3.11,2,0.161,0.5687,0.4118,0.5365,0
RD-SHL-SIL-08,215.0,20.89882426686986,1382.3396052240273,41.42,183.06,8.6,0.66,0.68,6,0.363,0.8792,0.8122,0.9194,1
RD-BMD-DRG-04,42.0,16.828002167190224,2141.55915214317,197.58,655.91,22.4,1.0,1.22,5,1.0,0.9393,0.9431,0.9725,1
RD-DRG-SELA-05,62.0,34.125614621981505,4159.823880114096,6.51,20.74,33.0,0.119,2.56,7,0.096,0.9072,0.279,0.8811,1
RD-GHY-SHL-07,98.0,17.335979174983095,1666.189454232095,246.58,1079.49,22.0,1.0,2.91,2,1.0,1.0,0.9981,1.0,1
RD-BHK-BMD-03,96.0,26.283449756409688,2338.9969249307637,55.56,143.6,30.2,0.779,0.31,7,0.507,1.0,0.9181,1.0,1
RD-GHY-TEZ-01,178.0,5.569599519738154,142.68244799135152,29.84,85.33,11.7,0.334,0.54,0,0.332,0.4281,0.8869,0.8228,1
RD-GHY-GTK-12,540.0,20.569115814973852,1673.484224054541,23.04,104.94,12.6,0.65,0.46,7,0.316,0.8627,0.8293,0.9006,1
RD-TEZ-BHK-02,54.0,10.9673366237874,244.52394236772577,37.23,106.35,15.8,0.654,0.11,5,0.502,0.7545,0.9727,0.9719,1
RD-DRG-SELA-05,62.0,24.977205926339778,4171.474559729926,12.27,49.88,11.7,0.216,2.81,7,0.118,0.8812,0.4085,0.875,1
RD-GHY-TEZ-01,178.0,1.0,74.59277386551192,14.47,36.58,10.0,0.172,1.13,3,0.19,0.3794,0.7668,0.7074,1
RD-BMD-DRG-04,42.0,14.869947539707704,2067.304962145273,94.81,301.06,18.5,1.0,1.49,8,0.543,0.9369,0.8002,0.9469,1
RD-GHY-ITA-09,320.0,8.114092234511382,402.08482787604896,23.36,59.68,31.2,0.249,0.86,3,0.256,0.5893,0.7405,0.7229,1
RD-GHY-NAG-10,345.0,17.063662427191822,1494.864893504755,22.89,91.56,23.6,0.355,0.94,7,0.246,0.8492,0.5972,0.8499,1
RD-GHY-ITA-09,320.0,10.032525938385612,327.19245964099895,21.45,99.57,12.4,0.382,0.92,4,0.241,0.577,0.7563,0.7364,1
RD-SHL-SIL-08,215.0,19.674011295073335,1383.5673656023666,6.96,33.57,8.5,0.162,0.76,6,0.191,0.7407,0.6685,0.7689,1
RD-TEZ-ITA-11,155.0,8.73286200916036,340.21638630801704,93.81,437.97,7.2,1.0,1.37,2,0.545,0.8502,0.8572,0.86,1
RD-GHY-TEZ-01,178.0,1.0,113.82589890504738,72.29,201.56,30.3,0.722,1.1,2,0.463,0.6692,0.9136,0.8802,1
RD-BHK-BMD-03,96.0,25.901973774430274,2300.0236919667263,125.07,516.3,9.9,1.0,0.55,8,0.774,1.0,0.9297,1.0,1
RD-SHL-SIL-08,215.0,23.966455974142313,1317.9164325539118,37.39,104.13,7.4,0.397,0.75,9,0.335,0.9169,0.7801,0.9517,1
RD-BHK-BMD-03,96.0,26.361513846791297,2514.989866521397,10.0,36.27,14.6,0.421,0.29,6,0.3,0.8705,0.8369,0.9072,1
RD-GHY-TEZ-01,178.0,3.900421689196122,196.57974382153247,120.74,401.13,8.1,1.0,0.92,1,0.704,0.7965,0.9147,0.8988,1
RD-SELA-TWG-06,78.0,29.116283740850093,3190.5169237437904,31.6,146.19,11.6,0.537,1.81,6,0.234,0.8753,0.543,0.8773,1
RD-GHY-SHL-07,98.0,15.179852312379783,1542.3246436675445,9.46,43.76,14.0,0.196,2.73,3,0.106,0.5829,0.3122,0.5408,0
RD-GHY-NAG-10,345.0,18.239165732821508,1473.5221852011123,15.49,41.46,14.0,0.188,0.96,6,0.209,0.7595,0.5769,0.7633,1
RD-SHL-SIL-08,215.0,20.597828202882518,1313.907972951716,289.22,839.74,20.8,1.0,0.93,9,1.0,0.9813,0.9146,1.0,1
RD-GHY-GTK-12,540.0,19.065256149071168,1612.9239470148316,83.81,235.99,9.4,1.0,0.24,8,0.661,0.9129,0.9762,1.0,1
RD-GHY-ITA-09,320.0,11.13820174016199,253.0176592401017,225.11,654.59,16.8,1.0,0.92,2,1.0,0.9387,1.0,1.0,1
RD-GHY-TEZ-01,178.0,2.982034195305568,151.0447712497435,25.35,79.94,11.6,0.316,1.04,0,0.248,0.387,0.854,0.7875,1
RD-TEZ-BHK-02,54.0,18.28031000030657,247.3318629212081,178.95,869.22,18.0,1.0,0.05,5,1.0,0.9984,0.9596,1.0,1
RD-BMD-DRG-04,42.0,15.71931509143827,2066.567556299075,61.7,200.56,23.1,0.719,1.49,4,0.388,0.8638,0.6292,0.8538,1
RD-GHY-NAG-10,345.0,16.411165829242595,1537.2575594717932,13.09,58.21,4.2,0.244,1.02,8,0.193,0.8109,0.5583,0.8091,1
RD-GHY-SHL-07,98.0,15.383584975027688,1582.280607313427,190.18,923.83,28.7,1.0,2.86,5,0.947,0.9106,0.9439,0.9492,1
RD-TEZ-ITA-11,155.0,5.7279025160445824,245.2296874981485,21.74,93.72,13.0,0.362,1.46,2,0.203,0.4755,0.7417,0.7053,1
RD-BMD-DRG-04,42.0,20.560635570077736,2132.5357551220795,1.49,6.89,18.6,0.073,1.45,6,0.109,0.7029,0.4032,0.6779,1
RD-SELA-TWG-06,78.0,23.51286788807326,3151.1156722302635,225.56,627.24,10.7,1.0,1.9,9,1.0,0.9891,0.9561,1.0,1
RD-BMD-DRG-04,42.0,15.759719819519693,2046.0887387201471,42.14,206.16,8.9,0.737,1.06,8,0.325,0.8346,0.6577,0.8298,1
RD-BMD-DRG-04,42.0,19.634850936741014,2097.1123751374334,109.41,536.09,5.5,1.0,0.95,8,0.648,0.974,0.8919,0.9962,1
RD-BMD-DRG-04,42.0,7.309226088706005,2122.1918023020316,178.63,622.92,13.2,1.0,1.19,4,0.952,0.9873,0.9257,1.0,1
RD-GHY-NAG-10,345.0,20.25939385678246,1595.754268706289,9.55,25.25,6.3,0.134,0.87,7,0.191,0.7368,0.5625,0.7404,1
RD-GHY-SHL-07,98.0,10.735182875393015,1531.7203437993567,106.8,423.77,4.5,1.0,3.02,3,0.555,0.8985,0.7794,0.8867,1
RD-GHY-NAG-10,345.0,21.844422158445912,1478.470621444215,6.85,30.15,26.9,0.151,0.73,7,0.195,0.7959,0.6444,0.8054,1
RD-GHY-SHL-07,98.0,18.346239221331132,1532.4650125982073,101.17,401.96,19.7,1.0,3.08,2,0.528,0.9029,0.7011,0.8804,1
RD-SHL-SIL-08,215.0,25.341212542416063,1364.8260915770068,27.31,86.63,18.9,0.339,0.54,9,0.319,0.8941,0.8005,0.9323,1
RD-TEZ-ITA-11,155.0,3.8702583085741824,309.27841549569,5.18,21.34,5.4,0.121,1.5,1,0.124,0.3593,0.595,0.5598,0
RD-DRG-SELA-05,62.0,34.851534711667114,4076.576686916122,73.33,347.7,30.3,1.0,2.36,10,0.412,0.9569,0.6384,0.977,1
RD-BHK-BMD-03,96.0,23.587094437469865,2528.9233208543324,201.38,561.92,9.6,1.0,0.81,8,1.0,1.0,0.9525,1.0,1
RD-GHY-NAG-10,345.0,18.344808163181625,1506.3372433075408,226.04,734.34,8.8,1.0,0.75,6,1.0,1.0,1.0,1.0,1
RD-BHK-BMD-03,96.0,31.609254260679222,2370.4614502181266,198.5,683.98,31.1,1.0,0.41,7,1.0,0.9792,1.0,1.0,1
RD-SHL-SIL-08,215.0,24.747165832497924,1508.4936343418017,101.91,449.48,17.1,1.0,0.43,6,0.69,0.9628,0.9473,1.0,1
RD-BHK-BMD-03,96.0,28.55404806281905,2396.254335283047,52.74,165.77,7.9,0.603,0.71,7,0.411,0.9635,0.7977,0.9923,1
RD-BMD-DRG-04,42.0,7.2479114160908065,2103.117959640754,104.03,514.74,23.8,1.0,1.33,5,0.595,0.9759,0.8796,0.9963,1
RD-GHY-NAG-10,345.0,19.230183532156072,1557.5410023709571,186.32,664.56,12.2,1.0,0.99,8,1.0,1.0,0.9707,1.0,1
RD-TEZ-ITA-11,155.0,1.0,357.02553506334937,20.01,64.68,19.8,0.266,1.47,2,0.195,0.4044,0.6681,0.6304,0
RD-BHK-BMD-03,96.0,28.674402032652477,2407.0141657318436,2.44,10.37,13.1,0.335,0.36,9,0.244,0.9336,0.7097,0.9509,1
RD-GHY-ITA-09,320.0,7.560663674414975,356.4918432488653,12.71,62.67,32.9,0.259,1.42,4,0.163,0.626,0.6159,0.618,0
RD-TEZ-BHK-02,54.0,9.760519698138673,257.69454701070964,10.81,32.52,12.2,0.408,0.08,4,0.393,0.6889,0.9069,0.8996,1
RD-GHY-ITA-09,320.0,8.85514094820827,276.67442076270555,73.68,252.02,29.8,0.89,1.1,3,0.468,0.8517,0.8559,0.8648,1
RD-BMD-DRG-04,42.0,12.486603467640894,2134.957059136845,63.71,296.5,12.1,1.0,1.37,4,0.404,0.8871,0.7254,0.8886,1
RD-SHL-SIL-08,215.0,25.18809220399944,1460.37503770193,51.48,256.71,27.1,1.0,0.19,8,0.532,0.9973,0.9787,1.0,1
RD-GHY-GTK-12,540.0,25.66808231098247,1644.7623684655337,84.16,261.64,21.4,0.922,0.6,8,0.575,0.9428,0.9212,0.9916,1
RD-BMD-DRG-04,42.0,14.47678817952631,2085.3318364559595,114.21,460.24,21.9,1.0,0.98,5,0.668,0.9329,0.9437,0.9722,1
RD-GHY-SHL-07,98.0,14.195396874293449,1447.8086241836886,34.78,160.53,29.3,0.585,2.88,4,0.222,0.724,0.4724,0.6847,1
RD-GHY-NAG-10,345.0,17.532950000920383,1432.2268834742174,17.01,75.06,6.1,0.3,0.78,7,0.236,0.8487,0.6281,0.8533,1
RD-GHY-NAG-10,345.0,23.327526823062946,1533.6959236489615,86.44,372.25,16.9,1.0,0.99,10,0.538,0.9507,0.853,0.9818,1
RD-GHY-SHL-07,98.0,13.956103642990675,1631.239217227113,22.43,110.05,31.1,0.417,2.84,2,0.165,0.6238,0.4016,0.5858,0
RD-GHY-TEZ-01,178.0,6.108537944031676,90.53934308401794,4.87,12.79,21.4,0.343,0.42,3,0.239,0.3927,0.9123,0.8412,1
RD-GHY-GTK-12,540.0,20.73273989282522,1604.7357488961675,1.69,7.52,17.6,0.325,0.05,9,0.372,0.8808,0.9784,1.0,1
RD-GHY-TEZ-01,178.0,1.0,153.55848313144205,46.08,153.29,21.6,0.561,0.64,1,0.39,0.4957,0.897,0.8411,1
RD-GHY-SHL-07,98.0,11.687617936944527,1558.6207694313018,32.69,93.68,5.3,0.362,2.73,3,0.215,0.6261,0.5028,0.5974,0
RD-GHY-GTK-12,540.0,20.950399231207037,1586.2016715242676,3.36,10.88,33.2,0.336,0.05,8,0.379,0.8222,0.9854,1.0,1
RD-SHL-SIL-08,215.0,19.080361904974275,1312.0850955951587,94.4,268.5,25.1,1.0,0.39,8,0.664,0.9412,0.9599,1.0,1
RD-TEZ-BHK-02,54.0,12.596983679405584,240.6614361761362,31.63,112.18,6.6,0.674,0.33,3,0.389,0.7368,0.9325,0.9307,1
RD-GHY-TEZ-01,178.0,4.638167544893674,202.25795919608836,6.57,23.28,21.3,0.128,0.62,1,0.209,0.3334,0.7957,0.7281,1
RD-GHY-SHL-07,98.0,16.69604281672057,1469.4217188831244,9.54,44.07,26.3,0.197,2.86,2,0.104,0.5033,0.3083,0.4691,0
RD-BHK-BMD-03,96.0,34.67727020610724,2387.1185238311127,13.32,50.51,14.7,0.468,0.23,7,0.335,0.8636,0.8466,0.9017,1
RD-BMD-DRG-04,42.0,15.506429096382664,2189.024640270768,19.09,63.46,20.1,0.262,1.13,4,0.212,0.6487,0.5441,0.6423,0
RD-TEZ-BHK-02,54.0,11.806706030278884,223.69271763511284,177.12,822.15,29.0,1.0,0.05,4,1.0,0.9887,0.9654,1.0,1
RD-TEZ-ITA-11,155.0,6.150922125443454,380.2422604138168,3.57,12.13,12.9,0.09,1.32,2,0.126,0.3937,0.5723,0.5423,0
RD-GHY-GTK-12,540.0,21.081147919104122,1702.5929516100268,24.87,93.73,7.5,0.612,0.23,7,0.388,0.8999,0.9363,0.9822,1
RD-GHY-NAG-10,345.0,15.87517098498958,1453.1582880571225,19.12,73.94,8.5,0.296,1.05,7,0.218,0.7965,0.6001,0.8007,1
RD-GHY-TEZ-01,178.0,2.0382122645510004,110.57219371489958,28.76,103.52,32.4,0.395,0.95,3,0.272,0.4526,0.8186,0.7634,1
RD-SHL-SIL-08,215.0,24.683756598006028,1416.6037719401625,6.23,20.84,12.7,0.369,0.4,6,0.251,0.8107,0.8043,0.8519,1
RD-GHY-GTK-12,540.0,22.367494306697353,1768.3486330029511,20.59,97.53,20.6,0.625,0.08,7,0.441,0.873,1.0,1.0,1
RD-SELA-TWG-06,78.0,22.379462686119545,3177.979933463137,13.14,36.27,20.8,0.171,1.65,7,0.154,0.7826,0.4175,0.7762,1
RD-GHY-GTK-12,540.0,18.607965450793465,1820.4867018775028,54.25,213.5,33.2,1.0,0.48,8,0.457,0.9781,0.8453,1.0,1
RD-TEZ-ITA-11,155.0,4.010698909639718,287.30422920452526,132.26,570.22,14.7,1.0,1.32,3,0.727,0.8517,0.9539,0.9547,1
RD-GHY-GTK-12,540.0,16.532520065563514,1698.8154663428504,5.64,21.2,16.0,0.371,0.19,9,0.315,0.8362,0.9383,0.9752,1
RD-GHY-TEZ-01,178.0,1.6007010525482586,159.57672693174914,31.33,148.53,32.3,0.545,1.28,2,0.258,0.4839,0.7843,0.7356,1
RD-DRG-SELA-05,62.0,31.07669299202413,4159.08915984681,90.32,245.7,21.4,0.869,2.7,9,0.484,1.0,0.7026,1.0,1
RD-GHY-NAG-10,345.0,17.157462236771064,1444.3580156860799,19.21,74.2,21.8,0.297,1.44,6,0.193,0.8125,0.512,0.8051,1
RD-BMD-DRG-04,42.0,20.023101576883505,2120.14960935644,88.69,307.67,8.5,1.0,1.51,5,0.514,0.922,0.759,0.9266,1
RD-TEZ-BHK-02,54.0,12.41793772922201,290.92279782725063,1.04,3.92,30.9,0.313,0.32,4,0.249,0.5907,0.8505,0.8333,1
RD-SELA-TWG-06,78.0,20.46183867448873,3198.484136375305,3.43,15.32,18.1,0.101,2.07,8,0.094,0.8077,0.2863,0.7833,1
